uniprot	ec_number	refseq	kegg	patric
Q185F8_CLOD6	none	WP_004454563.1;YP_001088798.1	cdf:CD630_22860;pdc:CDIF630_02521	272563.120.peg.2414
Q185F5_CLOD6	none	WP_009893561.1;YP_001088797.1	cdf:CD630_22850;pdc:CDIF630_02520	272563.120.peg.2413
Q185F6_CLOD6	none	WP_004454558.1;YP_001088796.1	cdf:CD630_22840;pdc:CDIF630_02519	272563.120.peg.2411
Q185F4_CLOD6	none	WP_011861510.1;YP_001088795.1	cdf:CD630_22830;pdc:CDIF630_02518	272563.120.peg.2410
Q185F2_CLOD6	none	WP_009890480.1;YP_001088794.2	cdf:CD630_22820;pdc:CDIF630_02517	272563.120.peg.2409
Q185F3_CLOD6	none	WP_011861509.1;YP_001088793.1	cdf:CD630_22810;pdc:CDIF630_02516	272563.120.peg.2408
Q185F1_CLOD6	none	WP_009897455.1;YP_001088792.1	cdf:CD630_22800;pdc:CDIF630_02515	272563.120.peg.2407
Q185E7_CLOD6	none	WP_003440276.1;YP_001088788.1	cdf:CD630_22760;pdc:CDIF630_02511	272563.120.peg.2403
Q185E6_CLOD6	none	WP_003440269.1;YP_001088786.1	cdf:CD630_22740;pdc:CDIF630_02508	272563.120.peg.2401
Q185E3_CLOD6	none	WP_003440267.1;YP_001088785.1	cdf:CD630_22730;pdc:CDIF630_02507	272563.120.peg.2400
Q185E2_CLOD6	none	WP_009893554.1;YP_001088783.1	cdf:CD630_22710;pdc:CDIF630_02505	272563.120.peg.2398
Q185D9_CLOD6	none	WP_009897439.1;YP_001088780.1	cdf:CD630_22660;pdc:CDIF630_02500	272563.120.peg.2393
Q185D8_CLOD6	none	WP_009897436.1;YP_001088778.1	cdf:CD630_22640;pdc:CDIF630_02498	272563.120.peg.2391
Q185D6_CLOD6	none	WP_003430410.1;YP_001088776.1	cdf:CD630_22620;pdc:CDIF630_02496	272563.120.peg.2389
Q185D0_CLOD6	none	WP_009897431.1;YP_001088775.1	cdf:CD630_22610;pdc:CDIF630_02495	272563.120.peg.2388
Q185D1_CLOD6	none	WP_009897429.1;YP_001088774.1	cdf:CD630_22600;pdc:CDIF630_02494	272563.120.peg.2387
Q185D2_CLOD6	none	WP_003440244.1;YP_001088773.1	cdf:CD630_22590;pdc:CDIF630_02493	272563.120.peg.2386
Q185D3_CLOD6	none	WP_003440238.1;YP_001088772.1	cdf:CD630_22580;pdc:CDIF630_02492	272563.120.peg.2385
Q185D4_CLOD6	none	WP_003440236.1;YP_001088771.1	cdf:CD630_22560;pdc:CDIF630_02491	272563.120.peg.2384
Q185C7_CLOD6	none	WP_003440234.1;YP_001088770.1	cdf:CD630_22550;pdc:CDIF630_02490	272563.120.peg.2383
Q185C8_CLOD6	none	WP_003440228.1;YP_001088769.1	cdf:CD630_22540;pdc:CDIF630_02489	272563.120.peg.2382
Q185C9_CLOD6	none	WP_003440226.1;YP_001088768.1	cdf:CD630_22530;pdc:CDIF630_02488	272563.120.peg.2381
Q185C6_CLOD6	none	WP_009890447.1;YP_001088766.1	cdf:CD630_22510;pdc:CDIF630_02486	272563.120.peg.2379
Q185C2_CLOD6	none	WP_003430436.1;YP_001088765.1	cdf:CD630_22500;pdc:CDIF630_02485	272563.120.peg.2378
Q185C3_CLOD6	none	WP_003433818.1;YP_001088764.1	cdf:CD630_22490;pdc:CDIF630_02484	272563.120.peg.2377
Q185C4_CLOD6	none	WP_011861504.1;YP_001088763.1	cdf:CD630_22480;pdc:CDIF630_02483	272563.120.peg.2376
Q185B9_CLOD6	none	WP_009903108.1;YP_001088762.1	cdf:CD630_22470;pdc:CDIF630_02482	272563.120.peg.2375
Q185C0_CLOD6	none	WP_003433821.1;YP_001088761.1	cdf:CD630_22460;pdc:CDIF630_02481	272563.120.peg.2374
Q185C1_CLOD6	none	WP_009890435.1;YP_001088760.2	cdf:CD630_22451;pdc:CDIF630_02480	272563.120.peg.2373
Q185B6_CLOD6	none	WP_011861503.1;YP_001088758.1	cdf:CD630_22440;pdc:CDIF630_02477	272563.120.peg.2371
Q185B7_CLOD6	none	WP_009890430.1;YP_001088757.1	cdf:CD630_22430;pdc:CDIF630_02476	272563.120.peg.2370
Q185B8_CLOD6	none	WP_011861502.1;YP_001088756.2	cdf:CD630_22420;pdc:CDIF630_02475	272563.120.peg.2369
Q185B4_CLOD6	none	WP_003430454.1;YP_001088753.1	cdf:CD630_22390;pdc:CDIF630_02472	272563.120.peg.2366
Q185A8_CLOD6	none	WP_009890423.1;YP_001088752.1	cdf:CD630_22380;pdc:CDIF630_02471	272563.120.peg.2365
Q185A9_CLOD6	none	WP_011861501.1;YP_001088751.1	cdf:CD630_22370;pdc:CDIF630_02470	272563.120.peg.2364
Q185B1_CLOD6	none	WP_003423346.1;YP_001088749.1	cdf:CD630_22350;pdc:CDIF630_02468	272563.120.peg.2362
Q185A5_CLOD6	none	WP_003433829.1;YP_001088748.1	cdf:CD630_22340;pdc:CDIF630_02467	272563.120.peg.2361
Q185A7_CLOD6	none	WP_003433831.1;YP_001088746.1	cdf:CD630_22320;pdc:CDIF630_02465	272563.120.peg.2359
Q186B7_CLOD6	none	WP_003433833.1;YP_001088744.1	cdf:CD630_22300;pdc:CDIF630_02463	272563.120.peg.2357
Q186B6_CLOD6	none	WP_003433839.1;YP_001088738.1	cdf:CD630_22240;pdc:CDIF630_02457	272563.120.peg.2351
Q186A8_CLOD6	none	WP_011861495.1;YP_001088737.1	cdf:CD630_22230;pdc:CDIF630_02456	272563.120.peg.2350
Q186A9_CLOD6	none	WP_003433843.1;YP_001088736.1	cdf:CD630_22220;pdc:CDIF630_02454	272563.120.peg.2347
Q186B1_CLOD6	none	WP_009897384.1;YP_001088734.1	cdf:CD630_22200;pdc:CDIF630_02453	272563.120.peg.2345
Q186A7_CLOD6	none	WP_003433851.1;YP_001088730.1	cdf:CD630_22160;pdc:CDIF630_02449	272563.120.peg.2340
Q186A2_CLOD6	none	WP_009890395.1;YP_001088729.1	cdf:CD630_22150;pdc:CDIF630_02448	272563.120.peg.2339
Q186A3_CLOD6	none	WP_003423377.1;YP_001088728.1	cdf:CD630_22140;pdc:CDIF630_02447	272563.120.peg.2338
Q186A0_CLOD6	none	WP_011861494.1;YP_001088726.1	cdf:CD630_22120;pdc:CDIF630_02445	272563.120.peg.2335
Q185Z6_CLOD6	none	WP_009903083.1;YP_001088722.1	cdf:CD630_22080;pdc:CDIF630_02441	272563.120.peg.2331
Q185Z7_CLOD6	none	WP_009897366.1;YP_001088721.1	cdf:CD630_22070;pdc:CDIF630_02440	272563.120.peg.2330
Q18CV7_CLOD6	none	WP_011860676.1;YP_001086685.1	cdf:CD630_02170;pdc:CDIF630_00339	272563.120.peg.233
Q185Z3_CLOD6	none	WP_011861492.1;YP_001088720.1	cdf:CD630_22060;pdc:CDIF630_02439	272563.120.peg.2329
Q185Z4_CLOD6	none	WP_003433873.1;YP_001088719.1	cdf:CD630_22050;pdc:CDIF630_02438	272563.120.peg.2328
Q185Z5_CLOD6	none	WP_011861491.1;YP_001088718.1	cdf:CD630_22040;pdc:CDIF630_02437	272563.120.peg.2327
Q185Z1_CLOD6	none	WP_003433878.1;YP_001088716.1	cdf:CD630_22020;pdc:CDIF630_02435	272563.120.peg.2325
Q185Z2_CLOD6	none	WP_003433880.1;YP_001088715.1	cdf:CD630_22010;pdc:CDIF630_02434	272563.120.peg.2324
Q185Y9_CLOD6	none	WP_003423406.1;YP_001088713.1	cdf:CD630_21991;pdc:CDIF630_02432	272563.120.peg.2322
Q18CV8_CLOD6	none	WP_003435058.1;YP_001086684.1	cdf:CD630_02160;pdc:CDIF630_00338	272563.120.peg.232
Q185Y5_CLOD6	none	WP_011861490.1;YP_001088709.1	cdf:CD630_21960;pdc:CDIF630_02428	272563.120.peg.2318
Q185X9_CLOD6	none	WP_011861488.1;YP_001088705.1	cdf:CD630_21920;pdc:CDIF630_02424	272563.120.peg.2314
Q18CV0_CLOD6	none	WP_003435056.1;YP_001086683.1	cdf:CD630_02150;pdc:CDIF630_00337	272563.120.peg.231
Q185X5_CLOD6	none	WP_009897343.1;YP_001088700.1	cdf:CD630_21870;pdc:CDIF630_02419	272563.120.peg.2309
Q185X2_CLOD6	none	WP_011861486.1;YP_001088699.1	cdf:CD630_21860;pdc:CDIF630_02418	272563.120.peg.2308
Q185X0_CLOD6	none	WP_011861484.1;YP_001088696.1	cdf:CD630_21830;pdc:CDIF630_02415	272563.120.peg.2305
Q185W9_CLOD6	none	WP_011861483.1;YP_001088694.1	cdf:CD630_21810;pdc:CDIF630_02413	272563.120.peg.2303
Q185W6_CLOD6	none	WP_011861480.1;YP_001088691.1	cdf:CD630_21780;pdc:CDIF630_02410	272563.120.peg.2300
Q18CV1_CLOD6	none	WP_011860675.1;YP_001086682.1	cdf:CD630_02140;pdc:CDIF630_00336	272563.120.peg.230
Q185W5_CLOD6	none	WP_009897329.1;YP_001088690.1	cdf:CD630_21770;pdc:CDIF630_02409	272563.120.peg.2299
Q185W3_CLOD6	none	WP_009897328.1;YP_001088689.1	cdf:CD630_21760;pdc:CDIF630_02408	272563.120.peg.2298
Q185W4_CLOD6	none	WP_003433934.1;YP_001088688.1	cdf:CD630_21750;pdc:CDIF630_02407	272563.120.peg.2297
Q185W2_CLOD6	none	WP_003433936.1;YP_001088687.1	cdf:CD630_21740;pdc:CDIF630_02406	272563.120.peg.2296
Q185V8_CLOD6	none	WP_003433947.1;YP_001088682.1	cdf:CD630_21690;pdc:CDIF630_02401	272563.120.peg.2290
Q18CV2_CLOD6	none	WP_003425293.1;YP_001086681.1	cdf:CD630_02130;pdc:CDIF630_00335	272563.120.peg.229
Q185V4_CLOD6	none	WP_009897312.1;YP_001088678.1	cdf:CD630_21650;pdc:CDIF630_02397	272563.120.peg.2286
F3Y5V3_CLOD6	none	WP_011861476.1;YP_006589405.1	cdf:CD630_21631;pdc:CDIF630_02395	272563.120.peg.2284
Q185V2_CLOD6	none	WP_009897308.1;YP_001088676.1	cdf:CD630_21630;pdc:CDIF630_02394	272563.120.peg.2283
Q185U9_CLOD6	none	WP_009893498.1;YP_001088675.1	cdf:CD630_21620;pdc:CDIF630_02393	272563.120.peg.2282
Q185V0_CLOD6	none	WP_003430572.1;YP_001088674.1	cdf:CD630_21610;pdc:CDIF630_02392	272563.120.peg.2281
Q185U7_CLOD6	none	WP_011861475.1;YP_001088673.1	cdf:CD630_21600;pdc:CDIF630_02391	272563.120.peg.2280
Q18CV3_CLOD6	none	WP_011860674.1;YP_001086680.1	cdf:CD630_02120;pdc:CDIF630_00334	272563.120.peg.228
Q185U8_CLOD6	none	WP_011861474.1;YP_001088672.1	cdf:CD630_21590;pdc:CDIF630_02390	272563.120.peg.2279
Q185U3_CLOD6	none	WP_011861473.1;YP_001088670.1	cdf:CD630_21570;pdc:CDIF630_02388	272563.120.peg.2277
Q185U4_CLOD6	none	WP_003430581.1;YP_001088669.1	cdf:CD630_21560;pdc:CDIF630_02387	272563.120.peg.2276
Q185U1_CLOD6	none	WP_003433974.1;YP_001088667.1	cdf:CD630_21540;pdc:CDIF630_02385	272563.120.peg.2274
Q185U2_CLOD6	none	WP_003433976.1;YP_001088666.1	cdf:CD630_21530;pdc:CDIF630_02384	272563.120.peg.2273
F3Y5V2_CLOD6	none	WP_003424559.1;YP_006589404.1	cdf:CD630_21501;pdc:CDIF630_02381	272563.120.peg.2270
Q18CV4_CLOD6	none	WP_011860673.1;YP_001086679.1	cdf:CD630_02110;pdc:CDIF630_00333	272563.120.peg.227
Q185T9_CLOD6	none	WP_003433980.1;YP_001088663.1	cdf:CD630_21500;pdc:CDIF630_02380	272563.120.peg.2269
Q185T7_CLOD6	none	WP_011861472.1;YP_001088662.1	cdf:CD630_21490;pdc:CDIF630_02379	272563.120.peg.2268
Q185T5_CLOD6	none	WP_009897294.1;YP_001088661.2	cdf:CD630_21480;pdc:CDIF630_02378	272563.120.peg.2267
Q185T6_CLOD6	none	WP_011861471.1;YP_001088660.1	cdf:CD630_21460;pdc:CDIF630_02377	272563.120.peg.2266
Q185T4_CLOD6	none	WP_011861469.1;YP_001088658.1	cdf:CD630_21440;pdc:CDIF630_02375	272563.120.peg.2264
Q185T1_CLOD6	none	WP_011861468.1;YP_001088657.2	cdf:CD630_21430;pdc:CDIF630_02374	272563.120.peg.2263
Q185T2_CLOD6	none	WP_003433992.1;YP_001088656.2	cdf:CD630_21420;pdc:CDIF630_02373	272563.120.peg.2262
RS2_CLOD6	none	WP_003424537.1;YP_001088654.1	cdf:CD630_21400;pdc:CDIF630_02371	272563.120.peg.2260
EFTS_CLOD6	none	WP_003424535.1;YP_001088653.1	cdf:CD630_21390;pdc:CDIF630_02370	272563.120.peg.2259
RRF_CLOD6	none	WP_003430598.1;YP_001088651.1	cdf:CD630_21370;pdc:CDIF630_02368	272563.120.peg.2257
Q185S6_CLOD6	none	WP_003433997.1;YP_001088650.1	cdf:CD630_21361;pdc:CDIF630_02367	272563.120.peg.2256
Q185S3_CLOD6	none	WP_011861465.1;YP_001088647.2	cdf:CD630_21340;pdc:CDIF630_02364	272563.120.peg.2253
Q185S0_CLOD6	none	WP_011861464.1;YP_001088646.1	cdf:CD630_21330;pdc:CDIF630_02363	272563.120.peg.2252
Q185S1_CLOD6	none	WP_009890274.1;YP_001088645.1	cdf:CD630_21320;pdc:CDIF630_02362	272563.120.peg.2251
Q18CU8_CLOD6	none	WP_011860671.1;YP_001086677.1	cdf:CD630_02090;pdc:CDIF630_00331	272563.120.peg.225
Q185R5_CLOD6	none	WP_003434014.1;YP_001088641.1	cdf:CD630_21270;pdc:CDIF630_02358	272563.120.peg.2247
Q185R6_CLOD6	none	WP_011861460.1;YP_001088640.1	cdf:CD630_21260;pdc:CDIF630_02357	272563.120.peg.2246
F3Y5U9_CLOD6	none	WP_003434018.1;YP_006589401.1	cdf:CD630_21251;pdc:CDIF630_02356	272563.120.peg.2245
Q185R3_CLOD6	none	WP_009890262.1;YP_001088639.2	cdf:CD630_21250;pdc:CDIF630_02355	272563.120.peg.2244
Q185R4_CLOD6	none	WP_009893461.1;YP_001088638.1	cdf:CD630_21240;pdc:CDIF630_02353	272563.120.peg.2242
Q185R2_CLOD6	none	WP_003434025.1;YP_001088637.1	cdf:CD630_21230;pdc:CDIF630_02352	272563.120.peg.2241
Q185R0_CLOD6	none	WP_003430615.1;YP_001088636.1	cdf:CD630_21220;pdc:CDIF630_02351	272563.120.peg.2240
Q185R1_CLOD6	none	WP_003434028.1;YP_001088635.1	cdf:CD630_21210;pdc:CDIF630_02350	272563.120.peg.2239
Q185Q6_CLOD6	none	WP_003430621.1;YP_001088630.1	cdf:CD630_21160;pdc:CDIF630_02343	272563.120.peg.2233
F3Y5U6_CLOD6	none	WP_003424459.1;YP_006589398.1	cdf:CD630_21151;pdc:CDIF630_02341	272563.120.peg.2231
Q18CU4_CLOD6	none	WP_009895303.1;YP_001086675.1	cdf:CD630_02070;pdc:CDIF630_00329	272563.120.peg.223
Q185Q1_CLOD6	none	WP_003424455.1;YP_001088628.1	cdf:CD630_21140;pdc:CDIF630_02339	272563.120.peg.2229
Q185Q2_CLOD6	none	WP_003434036.1;YP_001088627.1	cdf:CD630_21130;pdc:CDIF630_02338	272563.120.peg.2228
Q185Q0_CLOD6	none	WP_003434038.1;YP_001088625.1	cdf:CD630_21110;pdc:CDIF630_02336	272563.120.peg.2226
Q185P8_CLOD6	none	WP_009903012.1;YP_001088623.1	cdf:CD630_21090;pdc:CDIF630_02334	272563.120.peg.2224
Q188H6_CLOD6	none	WP_011861455.1;YP_001088622.1	cdf:CD630_21080;pdc:CDIF630_02333	272563.120.peg.2223
Q188H4_CLOD6	none	WP_009897252.1;YP_001088621.1	cdf:CD630_21070;pdc:CDIF630_02331	272563.120.peg.2222
Q188H5_CLOD6	none	WP_011861454.1;YP_001088620.1	cdf:CD630_21060;pdc:CDIF630_02330	272563.120.peg.2221
Q18CU5_CLOD6	none	WP_003435038.1;YP_001086674.1	cdf:CD630_02060;pdc:CDIF630_00328	272563.120.peg.222
Q188H1_CLOD6	none	WP_011861453.1;YP_001088618.1	cdf:CD630_21040;pdc:CDIF630_02328	272563.120.peg.2219
F3Y5U5_CLOD6	none	WP_003434055.1;YP_006589397.1	cdf:CD630_21021;pdc:CDIF630_02326	272563.120.peg.2217
Q188H0_CLOD6	none	WP_003433135.1;YP_001088616.2	cdf:CD630_21020;pdc:CDIF630_02325	272563.120.peg.2216
Q188G8_CLOD6	none	WP_003434058.1;YP_001088615.1	cdf:CD630_21010;pdc:CDIF630_02324	272563.120.peg.2215
Q188G7_CLOD6	none	WP_003433131.1;YP_001088612.1	cdf:CD630_20980;pdc:CDIF630_02321	272563.120.peg.2212
Q188G5_CLOD6	none	WP_003434065.1;YP_001088611.1	cdf:CD630_20970;pdc:CDIF630_02320	272563.120.peg.2211
Q188G3_CLOD6	none	WP_009893441.1;YP_001088610.1	cdf:CD630_20960;pdc:CDIF630_02319	272563.120.peg.2210
Q18CU6_CLOD6	none	WP_011860670.1;YP_001086673.1	cdf:CD630_02050;pdc:CDIF630_00327	272563.120.peg.221
Q188G4_CLOD6	none	WP_011861452.1;YP_001088609.1	cdf:CD630_20950;pdc:CDIF630_02318	272563.120.peg.2209
Q188G1_CLOD6	none	WP_003434070.1;YP_001088608.2	cdf:CD630_20940;pdc:CDIF630_02317	272563.120.peg.2208
Q188G2_CLOD6	none	WP_011861451.1;YP_001088607.1	cdf:CD630_20930;pdc:CDIF630_02316	272563.120.peg.2207
Q188F9_CLOD6	none	WP_003434073.1;YP_001088606.1	cdf:CD630_20920;pdc:CDIF630_02315	272563.120.peg.2206
Q188G0_CLOD6	none	WP_009893433.1;YP_001088605.2	cdf:CD630_20910;pdc:CDIF630_02314	272563.120.peg.2205
Q188F7_CLOD6	none	WP_003434075.1;YP_001088604.1	cdf:CD630_20900;pdc:CDIF630_02313	272563.120.peg.2204
Q188F5_CLOD6	none	WP_003424384.1;YP_001088600.1	cdf:CD630_20860;pdc:CDIF630_02309	272563.120.peg.2200
Q18CU3_CLOD6	none	WP_011860669.1;YP_001086672.1	cdf:CD630_02040;pdc:CDIF630_00326	272563.120.peg.220
Q188F3_CLOD6	none	WP_009893427.1;YP_001088598.1	cdf:CD630_20840;pdc:CDIF630_02307	272563.120.peg.2198
Q188F1_CLOD6	none	WP_009890213.1;YP_001088596.2	cdf:CD630_20820;pdc:CDIF630_02305	272563.120.peg.2196
Q18CU1_CLOD6	none	WP_011860668.1;YP_001086671.1	cdf:CD630_02030;pdc:CDIF630_00325	272563.120.peg.219
Q188E3_CLOD6	none	WP_003435100.1;YP_001088589.1	cdf:CD630_20750;pdc:CDIF630_02298	272563.120.peg.2189
Q188E1_CLOD6	none	WP_009902983.1;YP_001088588.1	cdf:CD630_20740;pdc:CDIF630_02297	272563.120.peg.2188
Q188D8_CLOD6	none	WP_009897221.1;YP_001088586.1	cdf:CD630_20720;pdc:CDIF630_02295	272563.120.peg.2186
Q188D9_CLOD6	none	WP_011861443.1;YP_001088585.1	cdf:CD630_20710;pdc:CDIF630_02294	272563.120.peg.2185
Q188D3_CLOD6	none	WP_009902980.1;YP_001088581.1	cdf:CD630_20670;pdc:CDIF630_02290	272563.120.peg.2181
Q188D4_CLOD6	none	WP_011861441.1;YP_001088580.1	cdf:CD630_20660;pdc:CDIF630_02289	272563.120.peg.2180
Q18CT9_CLOD6	none	WP_011860667.1;YP_001086670.1	cdf:CD630_02020;pdc:CDIF630_00324	272563.120.peg.218
Q188D5_CLOD6	none	WP_003428999.1;YP_001088579.1	cdf:CD630_20650;pdc:CDIF630_02288	272563.120.peg.2179
Q188D2_CLOD6	none	WP_003424324.1;YP_001088577.1	cdf:CD630_20630;pdc:CDIF630_02286	272563.120.peg.2177
Q188C9_CLOD6	none	WP_003435128.1;YP_001088576.1	cdf:CD630_20620;pdc:CDIF630_02285	272563.120.peg.2176
Q188D0_CLOD6	none	WP_003435129.1;YP_001088575.1	cdf:CD630_20610;pdc:CDIF630_02284	272563.120.peg.2175
Q188C7_CLOD6	none	WP_003435130.1;YP_001088574.1	cdf:CD630_20600;pdc:CDIF630_02283	272563.120.peg.2174
Q188C4_CLOD6	none	WP_009890174.1;YP_001088572.1	cdf:CD630_20580;pdc:CDIF630_02281	272563.120.peg.2172
Q188C6_CLOD6	none	WP_003435136.1;YP_001088570.1	cdf:CD630_20560;pdc:CDIF630_02279	272563.120.peg.2170
Q18CU0_CLOD6	none	WP_011860666.1;YP_001086669.1	cdf:CD630_02010;pdc:CDIF630_00323	272563.120.peg.217
Q188C2_CLOD6	none	WP_009897209.1;YP_001088566.2	cdf:CD630_20520;pdc:CDIF630_02274	272563.120.peg.2166
Q188B9_CLOD6	none	WP_011861439.1;YP_001088565.1	cdf:CD630_20510;pdc:CDIF630_02273	272563.120.peg.2165
Q188B8_CLOD6	none	WP_003424276.1;YP_001088563.1	cdf:CD630_20490;pdc:CDIF630_02271	272563.120.peg.2162
Q188B6_CLOD6	none	WP_003424273.1;YP_001088562.1	cdf:CD630_20480;pdc:CDIF630_02270	272563.120.peg.2161
Q188B3_CLOD6	none	WP_009897205.1;YP_001088561.1	cdf:CD630_20470;pdc:CDIF630_02269	272563.120.peg.2160
Q188B5_CLOD6	none	WP_009902968.1;YP_001088559.1	cdf:CD630_20450;pdc:CDIF630_02267	272563.120.peg.2157
Q188B0_CLOD6	none	WP_003435151.1;YP_001088558.1	cdf:CD630_20440;pdc:CDIF630_02266	272563.120.peg.2156
Q188B1_CLOD6	none	WP_009902966.1;YP_001088557.1	cdf:CD630_20430;pdc:CDIF630_02265	272563.120.peg.2154
Q188B2_CLOD6	none	WP_003435154.1;YP_001088556.1	cdf:CD630_20420;pdc:CDIF630_02264	272563.120.peg.2153
Q188A7_CLOD6	none	WP_003435155.1;YP_001088555.1	cdf:CD630_20410;pdc:CDIF630_02263	272563.120.peg.2152
Q188A8_CLOD6	none	WP_009902960.1;YP_001088554.1	cdf:CD630_20400;pdc:CDIF630_02262	272563.120.peg.2151
Q188A9_CLOD6	none	WP_003435157.1;YP_001088553.1	cdf:CD630_20390;pdc:CDIF630_02261	272563.120.peg.2150
Q188A6_CLOD6	none	WP_009902958.1;YP_001088552.1	cdf:CD630_20380;pdc:CDIF630_02260	272563.120.peg.2149
Q188A4_CLOD6	none	WP_009902956.1;YP_001088551.1	cdf:CD630_20370;pdc:CDIF630_02259	272563.120.peg.2148
Q188A5_CLOD6	none	WP_011861436.1;YP_001088550.1	cdf:CD630_20360;pdc:CDIF630_02258	272563.120.peg.2147
Q188A3_CLOD6	none	WP_009902953.1;YP_001088549.1	cdf:CD630_20350;pdc:CDIF630_02257	272563.120.peg.2146
Q187Z8_CLOD6	none	WP_009897181.1;YP_001088543.1	cdf:CD630_20290;pdc:CDIF630_02250	272563.120.peg.2140
Q187Z5_CLOD6	none	WP_009905693.1;YP_001088540.1	cdf:CD630_20260;pdc:CDIF630_02247	272563.120.peg.2137
Q187Z2_CLOD6	none	WP_003435186.1;YP_001088539.1	cdf:CD630_20250;pdc:CDIF630_02246	272563.120.peg.2136
Q187Y9_CLOD6	none	WP_003424232.1;YP_001088537.1	cdf:CD630_20230;pdc:CDIF630_02244	272563.120.peg.2134
Q187Z0_CLOD6	none	WP_011861430.1;YP_001088536.1	cdf:CD630_20220;pdc:CDIF630_02243	272563.120.peg.2133
Q187Z1_CLOD6	none	WP_003435191.1;YP_001088535.1	cdf:CD630_20210;pdc:CDIF630_02242	272563.120.peg.2132
Q187Y8_CLOD6	none	WP_003435194.1;YP_001088534.1	cdf:CD630_20200;pdc:CDIF630_02241	272563.120.peg.2131
Q187Y7_CLOD6	none	WP_011861429.1;YP_001088533.1	cdf:CD630_20190;pdc:CDIF630_02240	272563.120.peg.2130
Q187Y6_CLOD6	none	WP_009897167.1;YP_001088532.1	cdf:CD630_20180;pdc:CDIF630_02239	272563.120.peg.2129
F3Y643_CLOD6	none	WP_009889993.1;YP_006589391.1	cdf:CD630_20171;pdc:CDIF630_02238	272563.120.peg.2128
Q187Y4_CLOD6	none	WP_003428913.1;YP_001088531.1	cdf:CD630_20170;pdc:CDIF630_02237	272563.120.peg.2127
Q187Y5_CLOD6	none	WP_003435199.1;YP_001088530.1	cdf:CD630_20160;pdc:CDIF630_02236	272563.120.peg.2126
Q187Y3_CLOD6	none	WP_009893393.1;YP_001088529.1	cdf:CD630_20150;pdc:CDIF630_02235	272563.120.peg.2125
F3Y642_CLOD6	none	WP_003435203.1;YP_006589390.1	cdf:CD630_20141;pdc:CDIF630_02234	272563.120.peg.2124
Q187X9_CLOD6	none	WP_009897162.1;YP_001088527.1	cdf:CD630_20130;pdc:CDIF630_02232	272563.120.peg.2122
Q187Y0_CLOD6	none	WP_009897160.1;YP_001088526.1	cdf:CD630_20120;pdc:CDIF630_02231	272563.120.peg.2121
Q187X6_CLOD6	none	WP_002334978.1;YP_001088520.1	cdf:CD630_20080;pdc:CDIF630_02227	272563.120.peg.2117
Q187X0_CLOD6	none	WP_000085862.1;YP_001088517.1;YP_001088522.1	cdf:CD630_20061;cdf:CD630_20091;pdc:CDIF630_02224;pdc:CDIF630_02228	272563.120.peg.2114
Q187W6_CLOD6	none	WP_011861425.1;YP_001088513.1	cdf:CD630_20040;pdc:CDIF630_02222	272563.120.peg.2111
Q187W7_CLOD6	none	WP_011861424.1;YP_001088512.1	cdf:CD630_20030;pdc:CDIF630_02221	272563.120.peg.2110
Q187W4_CLOD6	none	WP_011861423.1;YP_001088510.1	cdf:CD630_20020;pdc:CDIF630_02220	272563.120.peg.2109
Q187W1_CLOD6	none	WP_009902921.1;YP_001088507.1	cdf:CD630_19990;pdc:CDIF630_02217	272563.120.peg.2106
Q187W0_CLOD6	none	WP_011861420.1;YP_001088506.1	cdf:CD630_19980;pdc:CDIF630_02216	272563.120.peg.2104
Q187V9_CLOD6	none	WP_011861418.1;YP_001088504.1	cdf:CD630_19960;pdc:CDIF630_02214	272563.120.peg.2102
Q187V6_CLOD6	none	WP_011861417.1;YP_001088503.1	cdf:CD630_19950;pdc:CDIF630_02213	272563.120.peg.2101
F3Y638_CLOD6	none	WP_003433020.1;YP_006589388.1	cdf:CD630_19942;pdc:CDIF630_02212	272563.120.peg.2100
Q18CT4_CLOD6	none	WP_003435015.1;YP_001086665.1	cdf:CD630_01950;pdc:CDIF630_00316	272563.120.peg.210
Q18CA5_CLOD6	none	WP_009895151.1;YP_001086483.1	cdf:CD630_00200;pdc:CDIF630_00081	272563.120.peg.21
Q187V7_CLOD6	none	WP_011861416.1;YP_001088502.2	cdf:CD630_19941;pdc:CDIF630_02211	272563.120.peg.2099
Q187V3_CLOD6	none	WP_003435225.1;YP_001088501.1	cdf:CD630_19940;pdc:CDIF630_02210	272563.120.peg.2098
Q187V4_CLOD6	none	WP_003435227.1;YP_001088500.1	cdf:CD630_19930;pdc:CDIF630_02209	272563.120.peg.2097
Q187V5_CLOD6	none	WP_003424195.1;YP_001088499.1	cdf:CD630_19921;pdc:CDIF630_02208	272563.120.peg.2096
Q187V2_CLOD6	none	WP_011861415.1;YP_001088498.1	cdf:CD630_19920;pdc:CDIF630_02207	272563.120.peg.2095
Q187U9_CLOD6	none	WP_003431034.1;YP_001088496.1	cdf:CD630_19902;pdc:CDIF630_02205	272563.120.peg.2092
F3Y636_CLOD6	none	WP_009897136.1;YP_006589386.1	cdf:CD630_19903;pdc:CDIF630_02204	272563.120.peg.2091
CH60_CLOD6	none	WP_003435012.1;YP_001086664.1	cdf:CD630_01940;pdc:CDIF630_00315	272563.120.peg.209
Q187V0_CLOD6	none	WP_009897134.1;YP_001088495.1	cdf:CD630_19900;pdc:CDIF630_02200	272563.120.peg.2089
